
d:[17,17,626,1290,2,289,289,48,48,48,101,true,false,false,false,LEFT,LEFT,UP,DOWN] S:[,17,DOWN] ->:[,17,0,0,false,false,133]
d:[18,18,674,1290,2,8,8,32,96,112,152,false,false,true,false,LEFT,DOWN,DOWN,LEFT] S:[,18,LEFT] ->:[,18,0,0,false,false,48]
d:[19,19,698,1290,2,165,165,32,48,124,128,false,false,true,false,UP,RIGHT,DOWN,LEFT] S:[,19,DOWN] ->:[,19,0,0,false,false,48]
d:[20,20,719,1290,2,139,139,32,48,104,133,false,false,false,false,DOWN,UP,LEFT,DOWN] S:[,20,RIGHT] ->:[,20,0,0,false,false,187]
d:[21,21,771,1290,2,156,156,48,48,115,134,false,false,false,false,UP,UP,RIGHT,RIGHT] S:[,21,LEFT] ->:[,21,0,0,false,false,64]
d:[22,22,783,1290,2,139,139,48,48,128,157,false,false,false,false,UP,RIGHT,RIGHT,RIGHT] S:[,22,RIGHT] ->:[,22,-1,0,false,false,75]
d:[23,23,819,1290,2,104,104,78,91,168,187,false,false,false,false,DOWN,RIGHT,RIGHT,RIGHT] S:[,23,RIGHT] ->:[,23,-1,0,false,false,64]
d:[24,24,831,1290,2,160,160,64,67,144,163,false,false,false,false,RIGHT,RIGHT,RIGHT,RIGHT] S:[,24,UP] ->:[,24,-1,0,false,false,128]
d:[25,25,883,1400,2,637,637,56,64,75,85,false,false,false,false,LEFT,LEFT,UP,DOWN] S:[,25,UP] ->:[,25,0,0,false,false,101]
d:[26,26,895,1420,2,686,686,51,64,80,99,false,false,false,false,LEFT,LEFT,LEFT,DOWN] S:[,26,LEFT] ->:[,26,0,0,false,false,128]
d:[27,27,907,1420,2,761,761,56,75,75,128,false,false,false,false,LEFT,LEFT,LEFT,LEFT] S:[,27,RIGHT] ->:[,27,0,0,false,false,101]
d:[28,28,919,1430,2,781,781,51,101,115,128,false,false,false,false,LEFT,LEFT,LEFT,UP] S:[,28,RIGHT] ->:[,28,0,0,false,false,115]
d:[29,29,931,1430,2,899,899,99,101,115,128,false,false,false,false,LEFT,LEFT,UP,RIGHT] S:[,29,UP] ->:[,29,0,0,false,false,115]
d:[30,30,943,1430,2,1024,1024,101,115,120,128,false,false,false,false,LEFT,RIGHT,LEFT,DOWN] S:[,30,DOWN] ->:[,30,0,0,false,false,32]
d:[31,31,955,1430,2,1076,1076,101,115,120,152,false,false,false,false,LEFT,RIGHT,LEFT,DOWN] S:[,31,RIGHT] ->:[,31,0,0,false,false,8]
d:[32,32,967,1430,2,1172,1172,101,115,115,152,false,false,false,false,LEFT,RIGHT,LEFT,DOWN] S:[,32,RIGHT] ->:[,32,0,1,false,false,70]
d:[33,33,1019,1430,2,1243,1243,32,51,163,179,false,false,false,false,RIGHT,RIGHT,DOWN,RIGHT] S:[,33,LEFT] ->:[,33,-1,1,true,false,93]
d:[34,34,1031,1430,2,1231,1231,8,27,179,179,false,false,false,false,RIGHT,RIGHT,DOWN,RIGHT] S:[,34,LEFT] ->:[,34,-1,1,true,false,77]
d:[35,35,1073,1480,1,237,237,70,2147483647,2147483647,2147483647,false,false,false,false,NEUTRAL,NEUTRAL,NEUTRAL,NEUTRAL] S:[,35,RIGHT] ->:[,35,-1,0,true,false,77]
d:[36,36,1153,1670,1,102,102,71,91,93,110,false,false,true,false,LEFT,LEFT,LEFT,UP] S:[,36,DOWN] ->:[,36,0,0,false,false,162]
d:[37,37,1201,1700,1,213,213,62,77,158,162,false,true,false,false,RIGHT,LEFT,DOWN,DOWN] S:[,37,LEFT] ->:[,37,0,0,false,false,62]
d:[0,0,60,190,3,1286,1286,125,127,2147483647,2147483647,true,false,false,false,RIGHT,NEUTRAL,NEUTRAL,NEUTRAL] S:[,0,NEUTRAL] ->:[,0,-2,0,false,false,160]
d:[1,1,78,230,3,1268,1268,118,123,2147483647,2147483647,true,false,false,false,RIGHT,LEFT,NEUTRAL,NEUTRAL] S:[,1,NEUTRAL] ->:[,1,-2,0,false,false,165]
d:[2,2,102,290,3,1244,1244,117,130,137,157,false,true,false,false,LEFT,RIGHT,LEFT,LEFT] S:[,2,NEUTRAL] ->:[,2,-2,0,true,false,115]
d:[3,3,114,320,3,1232,1232,113,133,136,160,false,false,true,false,LEFT,LEFT,RIGHT,UP] S:[,3,NEUTRAL] ->:[,3,-2,0,false,false,143]
d:[4,4,130,360,3,1216,1216,81,101,119,165,false,false,true,false,DOWN,LEFT,RIGHT,UP] S:[,4,NEUTRAL] ->:[,4,-3,0,true,false,70]
d:[5,5,142,390,3,1204,1204,71,91,115,155,false,false,true,false,DOWN,LEFT,DOWN,RIGHT] S:[,5,NEUTRAL] ->:[,5,-3,0,true,false,38]
d:[6,6,154,420,3,1192,1192,49,99,143,157,false,true,false,false,DOWN,DOWN,UP,RIGHT] S:[,6,NEUTRAL] ->:[,6,-3,0,true,false,50]
d:[7,7,177,520,3,1035,1035,70,110,110,138,true,true,true,true,DOWN,UP,LEFT,UP] S:[,7,NEUTRAL] ->:[,7,-1,0,true,false,159]
d:[8,8,201,580,3,812,812,38,78,78,106,true,true,true,true,DOWN,UP,LEFT,UP] S:[,8,RIGHT] ->:[,8,0,0,false,false,159]
d:[9,9,225,640,3,836,836,50,90,90,129,true,true,true,true,DOWN,LEFT,UP,UP] S:[,9,RIGHT] ->:[,9,0,0,false,false,154]
d:[10,10,329,700,3,1040,1040,78,123,150,159,true,true,true,true,RIGHT,DOWN,LEFT,UP] S:[,10,DOWN] ->:[,10,0,0,false,false,130]
d:[11,11,373,700,3,1269,1269,50,134,150,159,false,false,false,false,RIGHT,RIGHT,LEFT,DOWN] S:[,11,UP] ->:[,11,-1,0,false,false,130]
d:[12,12,401,740,3,1116,1116,54,134,154,189,false,false,false,false,RIGHT,RIGHT,UP,UP] S:[,12,RIGHT] ->:[,12,-2,0,false,false,130]
d:[13,13,413,770,3,1062,1062,66,130,165,166,false,false,false,false,RIGHT,RIGHT,RIGHT,RIGHT] S:[,13,UP] ->:[,13,-2,0,false,false,94]
d:[14,14,425,800,3,990,990,82,130,141,142,false,false,false,false,DOWN,RIGHT,DOWN,UP] S:[,14,DOWN] ->:[,14,-2,1,false,false,117]
d:[15,15,437,830,3,1002,1002,58,106,129,130,false,false,false,false,DOWN,RIGHT,DOWN,UP] S:[,15,LEFT] ->:[,15,-2,1,false,false,88]
d:[16,16,449,860,3,1063,1063,34,94,129,143,false,false,false,false,LEFT,RIGHT,DOWN,LEFT] S:[,16,RIGHT] ->:[,16,-2,1,false,false,77]
d:[17,17,524,1090,2,2,2,97,117,2147483647,2147483647,true,false,false,false,LEFT,NEUTRAL,NEUTRAL,NEUTRAL] S:[,17,LEFT] ->:[,17,-2,0,false,false,64]
d:[18,18,542,1140,2,20,20,70,88,2147483647,2147483647,true,false,false,false,LEFT,RIGHT,NEUTRAL,NEUTRAL] S:[,18,UP] ->:[,18,-2,0,false,false,64]
d:[19,19,566,1190,2,177,177,58,72,77,80,true,false,false,false,LEFT,LEFT,RIGHT,RIGHT] S:[,19,DOWN] ->:[,19,-2,0,false,false,48]
d:[20,20,578,1220,2,189,189,40,56,64,72,true,false,false,false,LEFT,RIGHT,UP,LEFT] S:[,20,LEFT] ->:[,20,-1,0,false,false,64]
d:[21,21,594,1260,2,373,373,64,72,96,104,false,false,true,false,UP,UP,LEFT,RIGHT] S:[,21,DOWN] ->:[,21,0,0,true,false,106]
d:[22,22,606,1290,2,361,361,48,64,78,85,false,false,true,false,UP,LEFT,LEFT,RIGHT] S:[,22,RIGHT] ->:[,22,0,0,false,false,32]
d:[23,23,618,1290,2,349,349,60,64,64,109,true,false,false,false,LEFT,LEFT,LEFT,DOWN] S:[,23,RIGHT] ->:[,23,0,0,false,false,32]
d:[24,24,630,1290,2,265,265,40,40,93,106,false,false,false,true,LEFT,UP,DOWN,DOWN] S:[,24,RIGHT] ->:[,24,0,0,true,false,124]
d:[25,25,642,1290,2,157,157,32,32,112,144,false,false,true,false,LEFT,RIGHT,DOWN,DOWN] S:[,25,DOWN] ->:[,25,0,0,true,false,154]
d:[26,26,654,1290,2,145,145,32,32,118,157,false,false,true,false,LEFT,RIGHT,DOWN,DOWN] S:[,26,RIGHT] ->:[,26,0,0,false,false,173]
d:[27,27,666,1290,2,0,0,32,32,124,157,false,false,true,false,LEFT,DOWN,DOWN,LEFT] S:[,27,LEFT] ->:[,27,0,0,false,false,141]
d:[28,28,678,1290,2,12,12,32,88,144,154,false,false,false,true,LEFT,DOWN,LEFT,DOWN] S:[,28,RIGHT] ->:[,28,0,0,false,false,194]
d:[29,29,730,1290,2,0,0,32,48,104,173,false,false,false,false,DOWN,LEFT,LEFT,DOWN] S:[,29,RIGHT] ->:[,29,0,0,false,false,194]
d:[30,30,758,1290,2,122,122,48,56,141,160,false,false,false,false,LEFT,RIGHT,RIGHT,DOWN] S:[,30,LEFT] ->:[,30,0,0,false,false,88]
d:[31,31,786,1290,2,121,121,48,48,128,194,false,false,false,false,UP,RIGHT,RIGHT,RIGHT] S:[,31,DOWN] ->:[,31,0,0,false,false,162]
d:[32,32,798,1290,2,4,4,48,112,176,194,false,false,false,false,RIGHT,RIGHT,RIGHT,RIGHT] S:[,32,UP] ->:[,32,0,0,false,false,61]
d:[33,33,810,1290,2,16,16,48,88,186,205,false,false,false,false,DOWN,RIGHT,RIGHT,RIGHT] S:[,33,UP] ->:[,33,-1,0,false,false,85]
d:[34,34,822,1290,2,122,122,72,85,162,181,false,false,false,false,DOWN,RIGHT,RIGHT,RIGHT] S:[,34,UP] ->:[,34,-1,0,false,false,61]
d:[35,35,834,1290,2,157,157,61,64,154,157,false,false,false,false,RIGHT,RIGHT,RIGHT,RIGHT] S:[,35,DOWN] ->:[,35,-1,0,false,false,101]
d:[36,36,886,1410,2,655,655,64,69,85,98,false,false,false,false,LEFT,UP,DOWN,LEFT] S:[,36,RIGHT] ->:[,36,0,0,false,false,128]
d:[37,37,914,1420,2,754,754,61,61,101,128,false,false,false,false,LEFT,LEFT,LEFT,UP] S:[,37,RIGHT] ->:[,37,0,0,false,false,101]
d:[38,38,942,1430,2,1023,1023,101,115,120,128,false,false,false,false,LEFT,UP,LEFT,RIGHT] S:[,38,RIGHT] ->:[,38,0,0,false,false,115]
d:[39,39,954,1430,2,1070,1070,101,115,120,128,false,false,false,false,LEFT,RIGHT,LEFT,DOWN] S:[,39,RIGHT] ->:[,39,0,0,false,false,163]
d:[40,40,966,1430,2,1166,1166,101,115,117,152,false,false,false,false,LEFT,RIGHT,LEFT,DOWN] S:[,40,DOWN] ->:[,40,-1,1,false,false,90]
d:[41,41,978,1430,2,1284,1284,114,115,120,149,false,false,false,false,DOWN,RIGHT,LEFT,RIGHT] S:[,41,RIGHT] ->:[,41,-1,1,false,false,90]
d:[42,42,1030,1430,2,1232,1232,10,29,163,179,false,false,false,false,RIGHT,RIGHT,DOWN,RIGHT] S:[,42,LEFT] ->:[,42,-2,1,false,false,75]
d:[43,43,1093,1570,1,78,78,90,127,2147483647,2147483647,false,true,false,false,NEUTRAL,LEFT,NEUTRAL,NEUTRAL] S:[,43,UP] ->:[,43,-1,0,true,false,90]
d:[44,44,1111,1610,1,60,60,90,111,2147483647,2147483647,false,true,false,false,LEFT,LEFT,NEUTRAL,NEUTRAL] S:[,44,RIGHT] ->:[,44,-1,0,true,false,98]
d:[45,45,1135,1670,1,235,235,55,75,88,95,false,false,true,false,LEFT,LEFT,LEFT,LEFT] S:[,45,DOWN] ->:[,45,0,0,true,false,115]
d:[46,46,1147,1670,1,138,138,51,71,90,91,false,false,true,false,UP,LEFT,LEFT,LEFT] S:[,46,DOWN] ->:[,46,0,0,true,false,73]
d:[47,47,1163,1670,1,72,72,91,98,98,119,false,true,false,false,LEFT,LEFT,UP,DOWN] S:[,47,LEFT] ->:[,47,-1,0,false,false,142]
d:[48,48,1215,1730,1,199,199,34,115,154,198,false,true,false,false,DOWN,DOWN,DOWN,DOWN] S:[,48,RIGHT] ->:[,48,0,0,true,false,73]
d:[49,49,1243,1750,1,371,371,10,73,142,162,false,true,false,false,RIGHT,DOWN,RIGHT,DOWN] S:[,49,DOWN] ->:[,49,0,0,true,false,73]
d:[0,0,80,240,3,1266,1266,119,131,136,2147483647,true,false,false,false,RIGHT,NEUTRAL,LEFT,NEUTRAL] S:[,0,NEUTRAL] ->:[,0,-2,0,false,false,173]
d:[1,1,98,280,3,1248,1248,125,128,143,2147483647,false,true,false,false,LEFT,RIGHT,LEFT,NEUTRAL] S:[,1,NEUTRAL] ->:[,1,-2,0,false,false,41]
d:[2,2,122,340,3,1224,1224,97,117,131,181,false,false,true,false,LEFT,LEFT,RIGHT,UP] S:[,2,NEUTRAL] ->:[,2,-3,0,true,false,122]
d:[3,3,146,400,3,1200,1200,65,111,159,173,false,true,false,false,DOWN,DOWN,UP,RIGHT] S:[,3,NEUTRAL] ->:[,3,-3,0,true,false,86]
d:[4,4,158,430,3,1173,1173,41,93,149,165,false,true,false,false,DOWN,DOWN,RIGHT,UP] S:[,4,NEUTRAL] ->:[,4,-2,0,true,false,105]
d:[5,5,169,500,3,1083,1083,78,82,122,122,true,true,true,true,UP,DOWN,UP,LEFT] S:[,5,NEUTRAL] ->:[,5,-1,0,true,false,105]
d:[6,6,193,560,3,904,904,46,86,86,114,true,true,true,true,DOWN,UP,LEFT,UP] S:[,6,NEUTRAL] ->:[,6,-1,0,true,false,86]
d:[7,7,241,640,3,787,787,58,66,105,126,true,true,true,true,DOWN,UP,LEFT,LEFT] S:[,7,NEUTRAL] ->:[,7,0,0,false,false,190]
d:[8,8,265,640,3,788,788,70,103,105,126,true,true,true,true,DOWN,UP,LEFT,UP] S:[,8,DOWN] ->:[,8,0,0,false,false,138]
d:[9,9,297,680,3,873,873,86,117,127,138,true,true,true,true,DOWN,LEFT,RIGHT,UP] S:[,9,LEFT] ->:[,9,-1,0,false,false,58]
d:[10,10,381,700,3,1261,1261,54,150,159,190,false,false,false,false,RIGHT,LEFT,DOWN,RIGHT] S:[,10,DOWN] ->:[,10,-2,0,false,false,143]
d:[11,11,409,760,3,1086,1086,74,118,138,173,false,false,false,false,RIGHT,RIGHT,RIGHT,RIGHT] S:[,11,UP] ->:[,11,-2,0,false,false,158]
d:[12,12,437,830,3,1002,1002,58,106,129,130,false,false,false,false,DOWN,RIGHT,DOWN,UP] S:[,12,DOWN] ->:[,12,-2,1,false,true,0]
d:[13,13,449,860,3,1063,1063,34,94,129,143,false,false,false,false,LEFT,RIGHT,DOWN,LEFT] S:[,13,RIGHT] ->:[,13,-2,1,false,true,0]
d:[14,14,461,890,3,1159,1159,10,129,143,158,false,false,false,false,LEFT,RIGHT,LEFT,UP] S:[,14,LEFT] ->:[,14,-2,1,false,false,72]
d:[15,15,544,1140,2,86,86,67,97,104,2147483647,true,false,false,false,LEFT,RIGHT,NEUTRAL,NEUTRAL] S:[,15,LEFT] ->:[,15,-2,0,false,false,64]
d:[16,16,562,1180,2,173,173,48,56,77,2147483647,false,true,false,false,LEFT,LEFT,RIGHT,NEUTRAL] S:[,16,UP] ->:[,16,-2,0,true,false,66]
d:[17,17,586,1240,2,290,290,64,72,92,104,false,false,true,false,UP,LEFT,LEFT,RIGHT] S:[,17,LEFT] ->:[,17,0,0,false,false,32]
d:[18,18,598,1270,2,369,369,64,64,90,101,false,false,true,false,LEFT,UP,LEFT,RIGHT] S:[,18,DOWN] ->:[,18,0,0,false,false,32]
d:[19,19,614,1290,2,353,353,32,64,66,109,false,false,true,false,UP,LEFT,LEFT,DOWN] S:[,19,LEFT] ->:[,19,0,0,false,false,173]
d:[20,20,666,1290,2,0,0,32,32,124,157,false,false,true,false,LEFT,DOWN,DOWN,LEFT] S:[,20,DOWN] ->:[,20,0,0,false,false,104]
d:[21,21,694,1290,2,122,122,32,56,130,136,false,false,true,false,UP,RIGHT,DOWN,LEFT] S:[,21,LEFT] ->:[,21,0,0,false,false,80]
d:[22,22,722,1290,2,121,121,32,48,104,173,false,false,false,false,DOWN,UP,LEFT,LEFT] S:[,22,RIGHT] ->:[,22,0,0,false,false,56]
d:[23,23,734,1290,2,4,4,40,104,104,173,false,false,false,false,LEFT,DOWN,LEFT,DOWN] S:[,23,LEFT] ->:[,23,0,0,false,false,186]
d:[24,24,746,1290,2,16,16,16,80,165,184,false,false,false,false,LEFT,DOWN,DOWN,LEFT] S:[,24,UP] ->:[,24,0,0,false,false,146]
d:[25,25,758,1290,2,122,122,48,56,141,160,false,false,false,false,LEFT,RIGHT,RIGHT,DOWN] S:[,25,DOWN] ->:[,25,0,0,false,false,90]
d:[26,26,810,1290,2,16,16,48,88,186,205,false,false,false,false,DOWN,RIGHT,RIGHT,RIGHT] S:[,26,RIGHT] ->:[,26,-1,0,false,false,66]
d:[27,27,838,1290,2,153,153,64,117,146,149,false,false,false,false,RIGHT,RIGHT,RIGHT,RIGHT] S:[,27,DOWN] ->:[,27,-2,0,false,false,90]
d:[28,28,866,1360,2,456,456,64,85,90,109,false,false,false,false,UP,LEFT,UP,RIGHT] S:[,28,RIGHT] ->:[,28,-1,0,false,false,66]
d:[29,29,878,1390,2,585,585,64,66,85,85,false,false,false,false,LEFT,LEFT,DOWN,UP] S:[,29,UP] ->:[,29,0,0,false,false,101]
d:[30,30,890,1420,2,691,691,61,64,90,109,false,false,false,false,UP,LEFT,LEFT,DOWN] S:[,30,DOWN] ->:[,30,0,0,false,false,179]
d:[31,31,902,1420,2,679,679,37,64,66,85,false,false,false,false,LEFT,LEFT,LEFT,DOWN] S:[,31,UP] ->:[,31,0,0,false,false,163]
d:[32,32,954,1430,2,1070,1070,101,115,120,128,false,false,false,false,LEFT,RIGHT,LEFT,DOWN] S:[,32,RIGHT] ->:[,32,0,0,false,false,45]
d:[33,33,982,1430,2,1280,1280,106,120,141,179,false,false,false,false,DOWN,LEFT,RIGHT,RIGHT] S:[,33,DOWN] ->:[,33,-1,1,false,false,70]
d:[34,34,1010,1430,2,1252,1252,50,69,163,179,false,false,false,false,RIGHT,DOWN,LEFT,UP] S:[,34,LEFT] ->:[,34,-1,1,false,true,0]
d:[35,35,1022,1430,2,1240,1240,26,45,163,179,false,false,false,false,RIGHT,RIGHT,DOWN,RIGHT] S:[,35,DOWN] ->:[,35,-1,1,false,false,91]
d:[36,36,1113,1620,1,58,58,70,99,108,2147483647,false,false,true,false,NEUTRAL,LEFT,LEFT,NEUTRAL] S:[,36,RIGHT] ->:[,36,0,0,true,false,86]
d:[37,37,1131,1660,1,231,231,63,82,93,2147483647,false,false,true,false,LEFT,LEFT,LEFT,NEUTRAL] S:[,37,UP] ->:[,37,0,0,false,false,82]
d:[38,38,1155,1670,1,90,90,71,91,94,110,false,false,true,false,LEFT,LEFT,LEFT,UP] S:[,38,LEFT] ->:[,38,0,0,true,false,126]
d:[39,39,1179,1670,1,89,89,86,99,106,119,true,false,false,false,LEFT,DOWN,UP,DOWN] S:[,39,RIGHT] ->:[,39,-1,0,false,false,58]
d:[40,40,1191,1670,1,223,223,72,82,99,138,true,false,false,false,LEFT,RIGHT,DOWN,DOWN] S:[,40,RIGHT] ->:[,40,-2,0,false,false,154]
d:[41,41,1203,1700,1,211,211,58,126,154,158,false,true,false,false,RIGHT,DOWN,DOWN,DOWN] S:[,41,RIGHT] ->:[,41,0,0,false,false,154]
d:[0,0,100,290,3,1246,1246,121,129,141,151,false,true,false,false,LEFT,RIGHT,LEFT,NEUTRAL] S:[,0,NEUTRAL] ->:[,0,-2,0,false,false,143]
d:[1,1,118,330,3,1228,1228,105,125,137,189,false,false,true,false,LEFT,LEFT,RIGHT,UP] S:[,1,NEUTRAL] ->:[,1,-3,0,true,false,110]
d:[2,2,142,390,3,1204,1204,71,91,115,155,false,false,true,false,DOWN,LEFT,DOWN,RIGHT] S:[,2,NEUTRAL] ->:[,2,-3,0,true,false,78]
d:[3,3,154,420,3,1192,1192,49,99,143,157,false,true,false,false,DOWN,DOWN,UP,RIGHT] S:[,3,NEUTRAL] ->:[,3,-2,0,true,false,114]
d:[4,4,177,520,3,1035,1035,70,110,110,138,true,true,true,true,DOWN,UP,LEFT,UP] S:[,4,NEUTRAL] ->:[,4,-1,0,true,false,109]
d:[5,5,201,580,3,812,812,38,78,78,106,true,true,true,true,DOWN,UP,LEFT,UP] S:[,5,NEUTRAL] ->:[,5,-1,0,true,false,117]
d:[6,6,249,640,3,718,718,62,93,114,118,true,true,true,true,DOWN,LEFT,UP,UP] S:[,6,NEUTRAL] ->:[,6,0,0,true,false,146]
d:[7,7,273,640,3,849,849,74,109,126,130,true,true,true,true,DOWN,LEFT,UP,RIGHT] S:[,7,NEUTRAL] ->:[,7,0,0,true,false,158]
d:[8,8,297,680,3,873,873,86,117,127,138,true,true,true,true,DOWN,LEFT,RIGHT,UP] S:[,8,DOWN] ->:[,8,0,0,false,false,162]
d:[9,9,321,700,3,1022,1022,74,119,146,155,true,true,true,true,RIGHT,DOWN,LEFT,UP] S:[,9,RIGHT] ->:[,9,0,0,false,false,150]
d:[10,10,345,700,3,1160,1160,86,155,158,167,true,true,true,true,RIGHT,DOWN,LEFT,RIGHT] S:[,10,UP] ->:[,10,0,0,false,false,213]
d:[11,11,365,700,3,1277,1277,66,146,162,171,false,false,false,false,RIGHT,RIGHT,LEFT,RIGHT] S:[,11,DOWN] ->:[,11,-1,0,false,false,189]
d:[12,12,377,700,3,1265,1265,42,150,159,190,false,false,false,false,RIGHT,LEFT,DOWN,RIGHT] S:[,12,UP] ->:[,12,-2,0,false,false,165]
d:[13,13,389,710,3,1158,1158,54,158,178,213,false,false,false,false,RIGHT,DOWN,UP,LEFT] S:[,13,DOWN] ->:[,13,-2,1,true,false,57]
d:[14,14,401,740,3,1116,1116,54,134,154,189,false,false,false,false,RIGHT,RIGHT,UP,UP] S:[,14,DOWN] ->:[,14,-2,1,true,false,90]
d:[15,15,413,770,3,1062,1062,66,130,165,166,false,false,false,false,RIGHT,RIGHT,RIGHT,RIGHT] S:[,15,DOWN] ->:[,15,-2,1,true,false,78]
d:[16,16,564,1180,2,175,175,57,72,77,84,true,false,false,false,LEFT,LEFT,RIGHT,NEUTRAL] S:[,16,UP] ->:[,16,-1,0,false,false,93]
d:[17,17,582,1230,2,266,266,56,64,72,90,false,false,false,true,RIGHT,UP,LEFT,LEFT] S:[,17,DOWN] ->:[,17,-1,0,true,false,112]
d:[18,18,606,1290,2,361,361,48,64,78,85,false,false,true,false,UP,LEFT,LEFT,RIGHT] S:[,18,UP] ->:[,18,0,0,false,false,157]
d:[19,19,630,1290,2,265,265,40,40,93,106,false,false,false,true,LEFT,UP,DOWN,DOWN] S:[,19,RIGHT] ->:[,19,0,0,false,false,32]
d:[20,20,642,1290,2,157,157,32,32,112,144,false,false,true,false,LEFT,RIGHT,DOWN,DOWN] S:[,20,LEFT] ->:[,20,0,0,false,false,144]
d:[21,21,654,1290,2,145,145,32,32,118,157,false,false,true,false,LEFT,RIGHT,DOWN,DOWN] S:[,21,DOWN] ->:[,21,0,0,false,false,144]
d:[22,22,666,1290,2,0,0,32,32,124,157,false,false,true,false,LEFT,DOWN,DOWN,LEFT] S:[,22,RIGHT] ->:[,22,0,0,false,false,120]
d:[23,23,678,1290,2,12,12,32,88,144,154,false,false,false,true,LEFT,DOWN,LEFT,DOWN] S:[,23,UP] ->:[,23,0,0,false,false,48]
d:[24,24,690,1290,2,98,98,32,64,136,144,false,false,true,false,UP,RIGHT,DOWN,LEFT] S:[,24,LEFT] ->:[,24,0,0,false,false,104]
d:[25,25,702,1290,2,161,161,32,48,120,142,false,false,false,true,RIGHT,RIGHT,LEFT,DOWN] S:[,25,UP] ->:[,25,0,0,false,false,32]
d:[26,26,714,1290,2,149,149,32,48,104,132,false,false,false,true,RIGHT,UP,LEFT,DOWN] S:[,26,DOWN] ->:[,26,0,0,false,false,48]
d:[27,27,726,1290,2,97,97,32,48,104,173,false,false,false,false,DOWN,LEFT,LEFT,LEFT] S:[,27,DOWN] ->:[,27,0,0,false,false,48]
d:[28,28,738,1290,2,8,8,32,96,104,173,false,false,false,false,LEFT,DOWN,LEFT,DOWN] S:[,28,UP] ->:[,28,0,0,false,false,64]
d:[29,29,790,1290,2,97,97,48,117,128,194,false,false,false,false,RIGHT,RIGHT,RIGHT,RIGHT] S:[,29,LEFT] ->:[,29,0,0,false,false,64]
d:[30,30,802,1290,2,8,8,48,104,176,194,false,false,false,false,DOWN,RIGHT,RIGHT,RIGHT] S:[,30,UP] ->:[,30,-1,0,false,false,64]
d:[31,31,838,1290,2,153,153,64,117,146,149,false,false,false,false,RIGHT,RIGHT,RIGHT,RIGHT] S:[,31,LEFT] ->:[,31,-1,0,false,false,61]
d:[32,32,850,1320,2,312,312,64,93,122,125,false,false,false,false,RIGHT,UP,RIGHT,RIGHT] S:[,32,DOWN] ->:[,32,-1,0,false,false,37]
