
d:[0,0,30,9,2147483647,2147483647,-1,false,3] S:[,0,NEUTRAL] ->:[,0,120]
d:[1,1,60,21,2147483647,2147483647,-1,false,3] S:[,1,NEUTRAL] ->:[,1,120]
d:[2,2,150,57,2147483647,2147483647,-1,false,3] S:[,2,NEUTRAL] ->:[,2,200]
d:[3,3,180,69,2147483647,2147483647,-1,false,3] S:[,3,NEUTRAL] ->:[,3,200]
d:[4,4,350,121,2147483647,2147483647,-1,false,3] S:[,4,NEUTRAL] ->:[,4,60]
d:[5,5,380,133,2147483647,2147483647,-1,false,3] S:[,5,NEUTRAL] ->:[,5,60]
d:[6,6,410,145,2147483647,2147483647,-1,false,3] S:[,6,NEUTRAL] ->:[,6,40]
d:[7,7,440,157,2147483647,2147483647,-1,false,3] S:[,7,NEUTRAL] ->:[,7,40]
d:[8,8,450,169,2147483647,2147483647,-1,false,3] S:[,8,NEUTRAL] ->:[,8,60]
d:[9,9,480,181,2147483647,2147483647,-1,false,3] S:[,9,NEUTRAL] ->:[,9,60]
d:[10,10,510,193,2147483647,2147483647,-1,false,3] S:[,10,NEUTRAL] ->:[,10,190]
d:[11,11,540,205,2147483647,2147483647,-1,false,3] S:[,11,LEFT] ->:[,11,160]
d:[12,12,700,257,2147483647,2147483647,-1,false,3] S:[,12,RIGHT] ->:[,12,0]
d:[13,13,700,269,2147483647,2147483647,-1,false,3] S:[,13,DOWN] ->:[,13,0]
d:[14,14,700,305,2147483647,2147483647,-1,false,3] S:[,14,LEFT] ->:[,14,50]
d:[15,15,700,317,2147483647,2147483647,-1,false,3] S:[,15,UP] ->:[,15,50]
d:[16,16,750,341,2147483647,2147483647,-1,false,3] S:[,16,DOWN] ->:[,16,0]
d:[17,17,750,353,2147483647,2147483647,-1,false,3] S:[,17,NEUTRAL] ->:[,17,0]
d:[18,18,750,405,2147483647,2147483647,-1,false,3] S:[,18,LEFT] ->:[,18,200]
d:[19,19,750,417,2147483647,2147483647,-1,false,3] S:[,19,DOWN] ->:[,19,200]
d:[20,20,950,453,2147483647,2147483647,-1,false,3] S:[,20,RIGHT] ->:[,20,30]
d:[21,21,950,465,2147483647,2147483647,-1,false,3] S:[,21,UP] ->:[,21,30]
d:[22,22,980,489,2147483647,2147483647,-1,false,3] S:[,22,RIGHT] ->:[,22,30]
d:[23,23,980,501,2147483647,2147483647,-1,false,3] S:[,23,UP] ->:[,23,30]
d:[24,24,1010,513,2147483647,2147483647,-1,false,3] S:[,24,UP] ->:[,24,0]
d:[25,25,1010,537,2147483647,2147483647,-1,false,3] S:[,25,LEFT] ->:[,25,0]
d:[26,26,1010,561,2147483647,2147483647,-1,false,3] S:[,26,DOWN] ->:[,26,10]
d:[27,27,1010,573,2147483647,2147483647,-1,false,3] S:[,27,DOWN] ->:[,27,80]
d:[28,28,1020,585,2147483647,2147483647,-1,false,3] S:[,28,LEFT] ->:[,28,100]
d:[29,29,1090,613,2147483647,2147483647,-1,false,3] S:[,29,LEFT] ->:[,29,70]
d:[30,30,1120,625,2147483647,2147483647,-1,false,3] S:[,30,DOWN] ->:[,30,70]
d:[31,31,1160,641,2147483647,2147483647,-1,false,3] S:[,31,RIGHT] ->:[,31,90]
d:[32,32,1190,653,2147483647,2147483647,-1,false,3] S:[,32,UP] ->:[,32,70]
d:[33,33,1250,677,2147483647,2147483647,-1,false,3] S:[,33,LEFT] ->:[,33,10]
d:[34,34,1260,702,2147483647,2147483647,-1,false,3] S:[,34,LEFT] ->:[,34,0]
d:[35,35,1260,738,2147483647,2147483647,-1,false,3] S:[,35,LEFT] ->:[,35,10]
d:[36,36,1260,750,2147483647,2147483647,-1,false,3] S:[,36,UP] ->:[,36,80]
d:[37,37,1270,762,2147483647,2147483647,-1,false,3] S:[,37,LEFT] ->:[,37,100]
d:[38,38,1340,790,2147483647,2147483647,-1,false,3] S:[,38,UP] ->:[,38,60]
d:[39,39,1370,802,2147483647,2147483647,-1,false,3] S:[,39,DOWN] ->:[,39,90]
d:[40,40,1400,814,2147483647,2147483647,-1,false,3] S:[,40,DOWN] ->:[,40,60]
d:[41,41,1460,842,2147483647,2147483647,-1,false,3] S:[,41,UP] ->:[,41,0]
d:[42,42,1460,870,2147483647,2147483647,-1,false,3] S:[,42,UP] ->:[,42,0]
d:[43,43,1460,882,2147483647,2147483647,-1,false,3] S:[,43,LEFT] ->:[,43,30]
d:[44,44,1460,894,2147483647,2147483647,-1,false,3] S:[,44,LEFT] ->:[,44,70]
d:[45,45,1490,906,2147483647,2147483647,-1,false,3] S:[,45,DOWN] ->:[,45,70]
d:[46,46,1530,922,2147483647,2147483647,-1,false,3] S:[,46,UP] ->:[,46,80]
d:[47,47,1560,934,2147483647,2147483647,-1,false,3] S:[,47,RIGHT] ->:[,47,50]
d:[48,48,1610,958,2147483647,2147483647,-1,false,3] S:[,48,RIGHT] ->:[,48,0]
d:[49,49,1610,983,2147483647,2147483647,-1,false,3] S:[,49,LEFT] ->:[,49,0]
d:[50,50,1610,1019,2147483647,2147483647,-1,false,3] S:[,50,UP] ->:[,50,0]
d:[51,51,1610,1031,2147483647,2147483647,-1,false,3] S:[,51,UP] ->:[,51,0]
d:[52,52,1610,1043,2147483647,2147483647,-1,false,3] S:[,52,LEFT] ->:[,52,0]
d:[53,53,1610,1071,2147483647,2147483647,-1,false,3] S:[,53,LEFT] ->:[,53,0]
d:[54,54,1610,1083,2147483647,2147483647,-1,false,3] S:[,54,DOWN] ->:[,54,0]
d:[55,55,1610,1099,2147483647,2147483647,-1,false,3] S:[,55,DOWN] ->:[,55,0]
d:[56,56,1610,1111,2147483647,2147483647,-1,false,3] S:[,56,DOWN] ->:[,56,0]
